"decision_id","session_id","meeting_record_id","page_number","draft_resolution_id","resolution_id","decision_mode","decision_topic","important","request_by"
"A/RES/2754(XXVI)-FP","RS-026","A/PV.1957",20,"A/L.636/Add.1","A/RES/2754(XXVI)","recorded vote","draft resolution","not available","Yemen"
"A/RES/2755(XXVI)[A]-FP","RS-026","A/PV.1961",0,"A/8461","A/RES/2755(XXVI)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/2756(XXVI)-FP","RS-026","A/PV.1961",0,"A/8466","A/RES/2756(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2757(XXVI)-FP","RS-026","A/PV.1961",0,"A/8430","A/RES/2757(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/L.632-M0100","RS-026","A/PV.1976",33,"A/L.632","rejected","recorded vote","motion","not available","not available"
"A/L.632/Add.1/Add.2-FP","RS-026","A/PV.1976",34,"A/L.632/Add.1/Add.2","rejected","recorded vote","draft resolution","not available","not available"
"A/RES/2758(XXVI)-A0100","RS-026","A/PV.1976",39,"A/L.630/Add.1-2","A/RES/2758(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2758(XXVI)-A0200","RS-026","A/PV.1976",39,"A/L.630/Add.1-2","A/RES/2758(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2758(XXVI)-M0100","RS-026","A/PV.1976",40,"A/L.630/Add.1-2","A/RES/2758(XXVI)","recorded vote","motion","not available","not available"
"A/RES/2758(XXVI)-FP","RS-026","A/PV.1976",41,"A/L.630/Add.1-2","A/RES/2758(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[A]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[B]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[C]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[C]","adopted without vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[D]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[D]","adopted without vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[E]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[E]","adopted without vote","draft resolution","not available","not available"
"A/RES/2759(XXVI)[F]-FP","RS-026","A/PV.1979",0,"A/8477","A/RES/2759(XXVI)[F]","adopted without vote","draft resolution","not available","not available"
"A/RES/2760(XXVI)-FP","RS-026","A/PV.1979",0,"A/8463","A/RES/2760(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2761(XXVI)-FP","RS-026","A/PV.1979",0,"A/8465","A/RES/2761(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2762(XXVI)-FP","RS-026","A/PV.1979",0,"A/8489","A/RES/2762(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2763(XXVI)-FP","RS-026","A/PV.1979",0,"A/L.642/Rev.1","A/RES/2763(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2764(XXVI)-FP","RS-026","A/PV.1981",6,"A/8504","A/RES/2764(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2765(XXVI)-A0100","RS-026","A/PV.1984",0,"A/8518","A/RES/2765(XXVI)","non-recorded vote","amendment","not available","not available"
"A/RES/2765(XXVI)-FP","RS-026","A/PV.1984",8,"A/8518","A/RES/2765(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2766(XXVI)-FP","RS-026","A/PV.1986",0,"A/8506","A/RES/2766(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2767(XXVI)-FP","RS-026","A/PV.1988",0,"A/8517","A/RES/2767(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2768(XXVI)-A0100","RS-026","A/PV.1988",0,"A/8521","A/RES/2768(XXVI)","non-recorded vote","amendment","not available","not available"
"A/RES/2768(XXVI)-FP","RS-026","A/PV.1988",0,"A/8521","A/RES/2768(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2769(XXVI)-FP","RS-026","A/PV.1991",2,"A/8518/Add.1","A/RES/2769(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2770(XXVI)-FP","RS-026","A/PV.1991",4,"A/8507","A/RES/2770(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2771(XXVI)-FP","RS-026","A/PV.1991",4,"A/8507","A/RES/2771(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2772(XXVI)-FP","RS-026","A/PV.1997",0,"A/8531","A/RES/2772(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2773(XXVI)-FP","RS-026","A/PV.1997",0,"A/8484","A/RES/2773(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2774(XXVI)-FP","RS-026","A/PV.1997",7,"A/8504/Add.1","A/RES/2774(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[A]-FP","RS-026","A/PV.1997",7,"A/8504/Add.1","A/RES/2775(XXVI)[A]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[B]-FP","RS-026","A/PV.1997",8,"A/8504/Add.1","A/RES/2775(XXVI)[B]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[C]-FP","RS-026","A/PV.1997",8,"A/8504/Add.1","A/RES/2775(XXVI)[C]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[D]-FP","RS-026","A/PV.1997",8,"A/8504/Add.1","A/RES/2775(XXVI)[D]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[E]-FP","RS-026","A/PV.1997",9,"A/8504/Add.1","A/RES/2775(XXVI)[E]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[F]-FP","RS-026","A/PV.1997",9,"A/8504/Add.1","A/RES/2775(XXVI)[F]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[G]-FP","RS-026","A/PV.1997",9,"A/8504/Add.1","A/RES/2775(XXVI)[G]","recorded vote","draft resolution","not available","not available"
"A/RES/2775(XXVI)[H]-FP","RS-026","A/PV.1997",10,"A/8504/Add.1","A/RES/2775(XXVI)[H]","recorded vote","draft resolution","not available","not available"
"A/RES/2776(XXVI)-FP","RS-026","A/PV.1998",0,"A/8528","A/RES/2776(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2778(XXVI)-FP","RS-026","A/PV.1998",0,"A/8528","A/RES/2778(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2779(XXVI)-FP","RS-026","A/PV.1998",0,"A/8529","A/RES/2779(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2777(XXVI)-FP","RS-026","A/PV.1998",3,"A/8528","A/RES/2777(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2780(XXVI)-FP","RS-026","A/PV.1999",0,"A/8537","A/RES/2780(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2780(XXVI)-S0100","RS-026","A/PV.1999",0,"A/8537","A/RES/2780(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2780(XXVI)-S0200","RS-026","A/PV.1999",0,"A/8537","A/RES/2780(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2781(XXVI)-FP","RS-026","A/PV.1999",0,"A/8525","A/RES/2781(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2782(XXVI)-FP","RS-026","A/PV.2000",0,"A/L.646/Add.1-2","A/RES/2782(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2783(XXVI)-FP","RS-026","A/PV.2001",0,"A/8542","A/RES/2783(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2788(XXVI)-FP","RS-026","A/PV.2001",0,"A/8546","A/RES/2788(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2788(XXVI)-S0100","RS-026","A/PV.2001",0,"A/8546","A/RES/2788(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2789(XXVI)-FP","RS-026","A/PV.2001",0,"A/8544","A/RES/2789(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2790(XXVI)[A]-FP","RS-026","A/PV.2001",0,"A/8544","A/RES/2790(XXVI)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/2790(XXVI)[B]-FP","RS-026","A/PV.2001",0,"A/8544","A/RES/2790(XXVI)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/2791(XXVI)-FP","RS-026","A/PV.2001",0,"A/8547","A/RES/2791(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2792(XXVI)[A]-FP","RS-026","A/PV.2001",0,"A/8547","A/RES/2792(XXVI)[A]","non-recorded vote","draft resolution","not available","not available"
"A/RES/2792(XXVI)[B]-FP","RS-026","A/PV.2001",0,"A/8547","A/RES/2792(XXVI)[B]","non-recorded vote","draft resolution","not available","not available"
"A/RES/2784(XXVI)-S0100","RS-026","A/PV.2001",3,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0200","RS-026","A/PV.2001",3,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0300","RS-026","A/PV.2001",4,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0400","RS-026","A/PV.2001",4,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0500","RS-026","A/PV.2001",4,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0600","RS-026","A/PV.2001",4,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0700","RS-026","A/PV.2001",5,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0800","RS-026","A/PV.2001",5,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S0900","RS-026","A/PV.2001",5,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-S1000","RS-026","A/PV.2001",5,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2784(XXVI)-FP","RS-026","A/PV.2001",6,"A/8542","A/RES/2784(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2784(XXVI)-S1100","RS-026","A/PV.2001",6,"A/8542","A/RES/2784(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2785(XXVI)-FP","RS-026","A/PV.2001",6,"A/8542","A/RES/2785(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2786(XXVI)-FP","RS-026","A/PV.2001",6,"A/8542","A/RES/2786(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2787(XXVI)-FP","RS-026","A/PV.2001",9,"A/8543","A/RES/2787(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2787(XXVI)-S0100","RS-026","A/PV.2001",9,"A/8543","A/RES/2787(XXVI)","recorded vote","separate vote","not available","Morocco"
"A/RES/2787(XXVI)-S0200","RS-026","A/PV.2001",9,"A/8543","A/RES/2787(XXVI)","recorded vote","separate vote","not available","Morocco"
"A/RES/2792(XXVI)[C]-FP","RS-026","A/PV.2001",15,"A/8547","A/RES/2792(XXVI)[C]","recorded vote","draft resolution","not available","not available"
"A/RES/2792(XXVI)[D]-FP","RS-026","A/PV.2001",15,"A/8547","A/RES/2792(XXVI)[D]","recorded vote","draft resolution","not available","not available"
"A/RES/2792(XXVI)[E]-FP","RS-026","A/PV.2001",16,"A/8547","A/RES/2792(XXVI)[E]","recorded vote","draft resolution","not available","not available"
"A/RES/2793(XXVI)-FP","RS-026","A/PV.2003",44,"A/L.647/Rev.1","A/RES/2793(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2794(XXVI)-FP","RS-026","A/PV.2007",2,"A/L.649","A/RES/2794(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2795(XXVI)-FP","RS-026","A/PV.2012",4,"A/8549","A/RES/2795(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2796(XXVI)-FP","RS-026","A/PV.2012",5,"A/8518/Add.2","A/RES/2796(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2797(XXVI)[A]-FP","RS-026","A/PV.2015",0,"A/8462","A/RES/2797(XXVI)[A]","adopted without vote","draft resolution","not available","not available"
"A/RES/2797(XXVI)[B]-FP","RS-026","A/PV.2015",0,"A/8462","A/RES/2797(XXVI)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/2798(XXVI)-FP","RS-026","A/PV.2015",0,"A/8571","A/RES/2798(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2799(XXVI)-A0100","RS-026","A/PV.2016",31,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0200","RS-026","A/PV.2016",31,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0300","RS-026","A/PV.2016",32,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0400","RS-026","A/PV.2016",32,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0500","RS-026","A/PV.2016",32,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0600","RS-026","A/PV.2016",33,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2799(XXVI)-A0700","RS-026","A/PV.2016",33,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","amendment","not available","not available"
"A/L.652/Rev.1-FP","RS-026","A/PV.2016",34,"A/L.652/Rev.1","rejected","recorded vote","draft resolution","not available","not available"
"A/RES/2799(XXVI)-FP","RS-026","A/PV.2016",34,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2799(XXVI)-M0100","RS-026","A/PV.2016",34,"A/L.650/Rev.1","A/RES/2799(XXVI)","recorded vote","motion","not available","not available"
"A/RES/2801(XXVI)-FP","RS-026","A/PV.2017",0,"A/8559","A/RES/2801(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2802(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2802(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2803(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2803(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2804(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2804(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2805(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2805(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2806(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2806(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2807(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2807(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2808(XXVI)-FP","RS-026","A/PV.2017",0,"A/8578","A/RES/2808(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2809(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2809(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2810(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2810(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2811(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2811(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2812(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2812(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2814(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2814(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2815(XXVI)-FP","RS-026","A/PV.2017",0,"A/8563","A/RES/2815(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2800(XXVI)-FP","RS-026","A/PV.2017",7,"A/8559","A/RES/2800(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2813(XXVI)-A0100","RS-026","A/PV.2017",13,"A/8563","A/RES/2813(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2813(XXVI)-A0200","RS-026","A/PV.2017",13,"A/8563","A/RES/2813(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2813(XXVI)-FP","RS-026","A/PV.2017",13,"A/8563","A/RES/2813(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2813(XXVI)-S0100","RS-026","A/PV.2017",13,"A/8563","A/RES/2813(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2816(XXVI)-S0100","RS-026","A/PV.2018",0,"A/8430/Add.1","A/RES/2816(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2817(XXVI)-FP","RS-026","A/PV.2018",0,"A/L.645/Add.1-2","A/RES/2817(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2816(XXVI)-FP","RS-026","A/PV.2018",2,"A/8430/Add.1","A/RES/2816(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2816(XXVI)-S0200","RS-026","A/PV.2018",2,"A/8430/Add.1","A/RES/2816(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2816(XXVI)-S0300","RS-026","A/PV.2018",2,"A/8430/Add.1","A/RES/2816(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2816(XXVI)-S0400","RS-026","A/PV.2018",2,"A/8430/Add.1","A/RES/2816(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2818(XXVI)-FP","RS-026","A/PV.2019",0,"A/8568","A/RES/2818(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2819(XXVI)-FP","RS-026","A/PV.2019",0,"A/8585","A/RES/2819(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2820(XXVI)-FP","RS-026","A/PV.2021",0,"A/8558","A/RES/2820(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2821(XXVI)-FP","RS-026","A/PV.2021",0,"A/8558","A/RES/2821(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2822(XXVI)-FP","RS-026","A/PV.2021",0,"A/8596","A/RES/2822(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2823(XXVI)-FP","RS-026","A/PV.2021",0,"A/8562","A/RES/2823(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2823(XXVI)-S0100","RS-026","A/PV.2021",0,"A/8562","A/RES/2823(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2823(XXVI)-S0200","RS-026","A/PV.2021",0,"A/8562","A/RES/2823(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2824(XXVI)-FP","RS-026","A/PV.2021",0,"A/8562","A/RES/2824(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2825(XXVI)[A]-FP","RS-026","A/PV.2022",0,"A/8573","A/RES/2825(XXVI)[A]","non-recorded vote","draft resolution","not available","not available"
"A/RES/2829(XXVI)-FP","RS-026","A/PV.2022",0,"A/8581","A/RES/2829(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2830(XXVI)-FP","RS-026","A/PV.2022",0,"A/8582","A/RES/2830(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2831(XXVI)-FP","RS-026","A/PV.2022",0,"A/8583","A/RES/2831(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2833(XXVI)-FP","RS-026","A/PV.2022",0,"A/L.659/Add.1","A/RES/2833(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2825(XXVI)[B]-FP","RS-026","A/PV.2022",2,"A/8573","A/RES/2825(XXVI)[B]","recorded vote","draft resolution","not available","not available"
"A/RES/2825(XXVI)[C]-FP","RS-026","A/PV.2022",2,"A/8573","A/RES/2825(XXVI)[C]","recorded vote","draft resolution","not available","not available"
"A/RES/2826(XXVI)-FP","RS-026","A/PV.2022",3,"A/8574","A/RES/2826(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2827(XXVI)[A]-FP","RS-026","A/PV.2022",3,"A/8574","A/RES/2827(XXVI)[A]","recorded vote","draft resolution","not available","France"
"A/RES/2827(XXVI)[B]-FP","RS-026","A/PV.2022",3,"A/8574","A/RES/2827(XXVI)[B]","recorded vote","draft resolution","not available","not available"
"A/RES/2828(XXVI)[A]-FP","RS-026","A/PV.2022",4,"A/8575","A/RES/2828(XXVI)[A]","recorded vote","draft resolution","not available","not available"
"A/RES/2828(XXVI)[B]-FP","RS-026","A/PV.2022",4,"A/8575","A/RES/2828(XXVI)[B]","recorded vote","draft resolution","not available","not available"
"A/RES/2828(XXVI)[C]-S0100","RS-026","A/PV.2022",4,"A/8575","A/RES/2828(XXVI)[C]","recorded vote","separate vote","not available","New Zealand"
"A/RES/2828(XXVI)[C]-FP","RS-026","A/PV.2022",5,"A/8575","A/RES/2828(XXVI)[C]","recorded vote","draft resolution","not available","not available"
"A/RES/2828(XXVI)[C]-S0200","RS-026","A/PV.2022",5,"A/8575","A/RES/2828(XXVI)[C]","recorded vote","separate vote","not available","New Zealand"
"A/RES/2832(XXVI)-FP","RS-026","A/PV.2022",6,"A/8584","A/RES/2832(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2832(XXVI)-S0100","RS-026","A/PV.2022",6,"A/8584","A/RES/2832(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2832(XXVI)-S0200","RS-026","A/PV.2022",6,"A/8584","A/RES/2832(XXVI)","recorded vote","separate vote","not available","not available"
"A/RES/2755(XXVI)[B]-FP","RS-026","A/PV.2023",0,"A/8461/Add.1","A/RES/2755(XXVI)[B]","adopted without vote","draft resolution","not available","not available"
"A/RES/2834(XXVI)-FP","RS-026","A/PV.2023",0,"A/8606","A/RES/2834(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2835(XXVI)-FP","RS-026","A/PV.2023",0,"A/8597","A/RES/2835(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2836(XXVI)-FP","RS-026","A/PV.2024",0,"A/8608","A/RES/2836(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2837(XXVI)-A0100","RS-026","A/PV.2024",0,"A/8426","A/RES/2837(XXVI)","non-recorded vote","amendment","not available","not available"
"A/RES/2837(XXVI)-A0200","RS-026","A/PV.2024",0,"A/8426","A/RES/2837(XXVI)","non-recorded vote","amendment","not available","not available"
"A/RES/2837(XXVI)-FP","RS-026","A/PV.2024",0,"A/8426","A/RES/2837(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2838(XXVI)-FP","RS-026","A/PV.2025",0,"A/8570","A/RES/2838(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2839(XXVI)-FP","RS-026","A/PV.2025",0,"A/8593","A/RES/2839(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2839(XXVI)-S0100","RS-026","A/PV.2025",0,"A/8593","A/RES/2839(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2840(XXVI)-FP","RS-026","A/PV.2025",0,"A/8592","A/RES/2840(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2842(XXVI)-FP","RS-026","A/PV.2025",0,"A/8591","A/RES/2842(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2843(XXVI)-FP","RS-026","A/PV.2025",0,"A/8595","A/RES/2843(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2843(XXVI)-S0100","RS-026","A/PV.2025",0,"A/8595","A/RES/2843(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2844(XXVI)-FP","RS-026","A/PV.2025",0,"A/8590","A/RES/2844(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2841(XXVI)-A0100","RS-026","A/PV.2025",12,"A/8594","A/RES/2841(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2841(XXVI)-FP","RS-026","A/PV.2025",13,"A/8594","A/RES/2841(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2845(XXVI)-FP","RS-026","A/PV.2026",0,"A/8578/Add.1","A/RES/2845(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2846(XXVI)-FP","RS-026","A/PV.2026",0,"A/8578/Add.1","A/RES/2846(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2848(XXVI)-FP","RS-026","A/PV.2026",0,"A/8578/Add.1","A/RES/2848(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2847(XXVI)-FP","RS-026","A/PV.2026",2,"A/8578/Add.1","A/RES/2847(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2849(XXVI)-FP","RS-026","A/PV.2026",14,"A/8577","A/RES/2849(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2850(XXVI)-A0100","RS-026","A/PV.2026",14,"A/8577","A/RES/2850(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2850(XXVI)-A0200","RS-026","A/PV.2026",15,"A/8577","A/RES/2850(XXVI)","recorded vote","amendment","not available","not available"
"A/RES/2850(XXVI)-FP","RS-026","A/PV.2026",15,"A/8577","A/RES/2850(XXVI)","recorded vote","draft resolution","not available","not available"
"A/RES/2852(XXVI)-FP","RS-026","A/PV.2027",0,"A/8589","A/RES/2852(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2852(XXVI)-S0100","RS-026","A/PV.2027",0,"A/8589","A/RES/2852(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2853(XXVI)-FP","RS-026","A/PV.2027",0,"A/8589","A/RES/2853(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2854(XXVI)-FP","RS-026","A/PV.2027",0,"A/8589","A/RES/2854(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2854(XXVI)-S0100","RS-026","A/PV.2027",0,"A/8589","A/RES/2854(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2855(XXVI)-FP","RS-026","A/PV.2027",0,"A/8588","A/RES/2855(XXVI)","adopted without vote","draft resolution","not available","not available"
"A/RES/2856(XXVI)-FP","RS-026","A/PV.2027",0,"A/8588","A/RES/2856(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2857(XXVI)-S0100","RS-026","A/PV.2027",0,"A/8588","A/RES/2857(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2857(XXVI)-S0200","RS-026","A/PV.2027",0,"A/8588","A/RES/2857(XXVI)","non-recorded vote","separate vote","not available","not available"
"A/RES/2858(XXVI)-FP","RS-026","A/PV.2027",0,"A/8588","A/RES/2858(XXVI)","non-recorded vote","draft resolution","not available","not available"
"A/RES/2859(XXVI)-A0100","RS-026","A/PV.2027",0,"A/8588","A/RES/2859(XXVI)","non-recorded vote","amendment","not available","not available"
"A/RES/2859(XXVI)-FP","RS-026","A/PV.2027",0,"A/8588","A/RES/2859(XXVI)","non-recorded vote","draft resolution","not available","not available"
